,B01003_001E,state,county,tract
1145,6128,06,037,481203
1146,3225,06,037,481300
1147,5494,06,037,481401
1148,3172,06,037,481403
1149,3758,06,037,481404
1150,4542,06,037,481500
1151,3226,06,037,481603
1152,3970,06,037,481604
1153,2711,06,037,481605
1154,5081,06,037,481606
1155,4238,06,037,481711
1156,5570,06,037,481712
1157,2655,06,037,481713
1158,2702,06,037,481714
1159,2485,06,037,481800
1160,5758,06,037,481901
1161,3325,06,037,481902
1162,2673,06,037,482001
1163,6947,06,037,482002
1164,4574,06,037,482101
1165,3079,06,037,482102
1166,3923,06,037,482201
1167,5329,06,037,482202
1168,5515,06,037,482301
1169,5713,06,037,482303
1170,3037,06,037,482304
1171,3491,06,037,482401
1172,3471,06,037,482403
1173,3443,06,037,482404
1174,3399,06,037,482502
1175,4303,06,037,482503
1176,5642,06,037,482521
1177,4403,06,037,482522
1178,6446,06,037,482600
1179,4120,06,037,482701
1180,2383,06,037,482702
1181,4162,06,037,482801
1182,3521,06,037,500100
1183,4970,06,037,500202
1184,4230,06,037,500203
1185,2134,06,037,500204
1186,2931,06,037,500300
1187,3275,06,037,670326
1188,4534,06,037,670328
1189,2600,06,037,670405
1190,1600,06,037,670406
1191,6289,06,037,670407
1192,4574,06,037,670413
1193,4476,06,037,670416
1194,2728,06,037,670417
1195,4130,06,037,670418
1196,1439,06,037,670500
1197,1978,06,037,670603
1198,4934,06,037,670604
1199,6555,06,037,670701
1200,5839,06,037,670702
1201,4944,06,037,700101
1202,4496,06,037,700102
1203,7324,06,037,700200
1204,6014,06,037,700300
1205,4902,06,037,700400
1206,3576,06,037,700501
1207,4250,06,037,700502
1208,5563,06,037,700600
1209,3534,06,037,700700
1210,3706,06,037,700801
1211,4426,06,037,700802
1212,3856,06,037,700901
1213,7332,06,037,700902
1214,5292,06,037,701000
1215,3842,06,037,701201
1216,3590,06,037,701202
1217,4833,06,037,701302
1218,6459,06,037,701304
1219,5833,06,037,701402
1220,5404,06,037,701501
1221,3544,06,037,701502
1222,4096,06,037,701601
1223,3952,06,037,701602
1224,3317,06,037,701701
1225,3201,06,037,701702
1226,6827,06,037,701801
1227,4999,06,037,701802
1228,4843,06,037,701902
1229,6325,06,037,702002
1230,4467,06,037,123301
1231,2860,06,037,123303
1232,4581,06,037,123304
1233,3861,06,037,123410
1234,5015,06,037,123420
1235,5200,06,037,123510
1236,2799,06,037,123520
1237,4961,06,037,123601
1238,3435,06,037,123602
1239,4612,06,037,123700
1240,5941,06,037,123800
1241,4862,06,037,123901
1242,2653,06,037,123902
1243,5225,06,037,124000
1244,3600,06,037,124102
1245,1889,06,037,124103
1246,2577,06,037,124104
1247,2287,06,037,124105
1248,3548,06,037,124201
1249,2216,06,037,124203
1250,1867,06,037,124204
1251,2892,06,037,124300
1252,4855,06,037,124400
1253,2807,06,037,124500
1254,2606,06,037,124600
1255,5606,06,037,124700
1256,3075,06,037,124902
1257,3746,06,037,124903
1258,3567,06,037,125101
1259,2121,06,037,125102
1260,4006,06,037,125200
1261,3844,06,037,125310
1262,3089,06,037,125321
1263,2052,06,037,125322
1264,4139,06,037,125402
1265,2576,06,037,125403
1266,2694,06,037,125404
1267,2886,06,037,125501
1268,3631,06,037,125502
1269,2963,06,037,125600
1270,5525,06,037,127102
1271,3020,06,037,127103
1272,4183,06,037,127104
1273,6141,06,037,240401
1274,3626,06,037,240402
1275,7035,06,037,240500
1276,5911,06,037,240600
1277,6462,06,037,240700
1278,4494,06,037,240800
1279,2735,06,037,240901
1280,3774,06,037,240902
1281,4445,06,037,241001
1282,3950,06,037,241002
1283,3648,06,037,241110
1284,4389,06,037,241120
1285,3245,06,037,241201
1286,5922,06,037,241202
1287,2511,06,037,241300
1288,3672,06,037,241400
1289,4074,06,037,242000
1290,2743,06,037,242100
1291,4012,06,037,242201
1292,2816,06,037,242202
1293,5073,06,037,242300
1294,4584,06,037,242600
1295,5756,06,037,242700
1296,3704,06,037,243001
1297,2668,06,037,243002
1298,6090,06,037,243100
1299,3630,06,037,261102
1300,1815,06,037,261103
1301,1606,06,037,261104
1302,4185,06,037,261200
1303,2566,06,037,262100
1304,4471,06,037,262200
1305,2596,06,037,262301
1306,2959,06,037,262302
1307,2759,06,037,262303
1308,3059,06,037,262400
1309,3794,06,037,262501
1310,3478,06,037,262601
1311,5532,06,037,262604
1312,3489,06,037,262704
1313,3692,06,037,262706
1314,3231,06,037,262802
1315,3150,06,037,264000
1316,3048,06,037,264102
1317,5190,06,037,500402
1318,3464,06,037,500403
1319,4278,06,037,500404
1320,2846,06,037,500500
1321,5036,06,037,500600
1322,7196,06,037,500700
1323,5299,06,037,500800
1324,5948,06,037,500900
1325,3361,06,037,501001
1326,4759,06,037,501002
1327,4814,06,037,501200
1328,3098,06,037,501301
1329,3766,06,037,501302
1330,3430,06,037,501400
1331,2150,06,037,501501
1332,5583,06,037,501503
1333,3222,06,037,501504
1334,7425,06,037,501600
1335,3486,06,037,501700
1336,3281,06,037,501802
1337,4372,06,037,501803
1338,2174,06,037,501804
1339,4259,06,037,501900
1340,2609,06,037,502003
1341,4284,06,037,502004
1342,4905,06,037,502005
1343,4881,06,037,502100
1344,7039,06,037,502200
1345,8506,06,037,502303
1346,5059,06,037,502401
1347,3678,06,037,502402
1348,4166,06,037,502500
1349,4155,06,037,502602
1350,3378,06,037,502603
1351,3931,06,037,502604
1352,7007,06,037,502700
1353,6133,06,037,502801
1354,5937,06,037,502901
1355,6115,06,037,503000
1356,5302,06,037,503103
1357,2652,06,037,503104
1358,3549,06,037,503105
1359,3869,06,037,503106
1360,4179,06,037,503201
1361,5891,06,037,702102
1362,4080,06,037,702201
1363,3954,06,037,702202
1364,6601,06,037,702300
1365,4391,06,037,702400
1366,4959,06,037,702501
1367,3818,06,037,702502
1368,6480,06,037,702600
1369,3359,06,037,702700
1370,4782,06,037,702801
1371,2325,06,037,702802
1372,2641,06,037,702803
1373,10065,06,037,702900
1374,6794,06,037,703002
1375,6158,06,037,703003
1376,6026,06,037,703100
1377,5595,06,037,703200
1378,5751,06,037,800101
1379,3581,06,037,800103
1380,3764,06,037,800104
1381,5869,06,037,800202
1382,4108,06,037,800204
1383,4116,06,037,800205
1384,3808,06,037,800206
1385,6772,06,037,800324
1386,3724,06,037,800325
1387,1315,06,037,800328
1388,2042,06,037,800333
1389,4490,06,037,800334
1390,4789,06,037,800335
1391,3893,06,037,800336
1392,3950,06,037,800337
1393,6143,06,037,800338
1394,2547,06,037,800406
1395,3679,06,037,800410
1396,3212,06,037,800411
1397,4158,06,037,800412
1398,2352,06,037,800504
1399,3274,06,037,800506
1400,719,06,037,900102
1401,6281,06,037,900103
1402,5665,06,037,900104
1403,4610,06,037,900301
1404,4959,06,037,127220
1405,3693,06,037,127300
1406,6414,06,037,127400
1407,4875,06,037,127520
1408,2855,06,037,127603
1409,3285,06,037,127604
1410,4016,06,037,127605
1411,3133,06,037,127606
1412,3271,06,037,127711
1413,3858,06,037,127712
1414,4907,06,037,127803
1415,4832,06,037,127804
1416,3511,06,037,127805
1417,3015,06,037,127806
1418,5131,06,037,127910
1419,4710,06,037,127920
1420,3344,06,037,128101
1421,4958,06,037,128102
1422,5296,06,037,128210
1423,2858,06,037,128220
1424,5096,06,037,128302
1425,4063,06,037,128303
1426,4547,06,037,128400
1427,4205,06,037,128500
1428,5052,06,037,128601
1429,3217,06,037,128602
1430,3077,06,037,128703
1431,2242,06,037,128704
1432,3673,06,037,128801
1433,4343,06,037,128802
1434,4805,06,037,128910
1435,3463,06,037,131021
1436,3011,06,037,131022
1437,2968,06,037,131023
1438,4120,06,037,131024
1439,3293,06,037,131100
1440,3537,06,037,131200
1441,5933,06,037,127210
1442,4988,06,037,131300
1443,6679,06,037,131400
1444,4983,06,037,131600
1445,5424,06,037,131701
1446,3815,06,037,131702
1447,2751,06,037,264103
1448,2836,06,037,264303
1449,2606,06,037,264304
1450,4688,06,037,264305
1451,2000,06,037,264306
1452,2531,06,037,265100
1453,2845,06,037,265201
1454,2146,06,037,265203
1455,1358,06,037,265204
1456,12957,06,037,265301
1457,5089,06,037,265303
1458,2625,06,037,265304
1459,1929,06,037,265306
1460,1927,06,037,265307
1461,1775,06,037,265410
1462,1591,06,037,265420
1463,1849,06,037,265521
1464,2431,06,037,265522
1465,2704,06,037,265523
1466,2710,06,037,265524
1467,3480,06,037,265601
1468,3101,06,037,265602
1469,1507,06,037,265701
1470,2985,06,037,265702
1471,3646,06,037,267101
1472,3081,06,037,267102
1473,3043,06,037,267201
1474,3756,06,037,267202
1475,4340,06,037,267300
1476,3929,06,037,267403
1477,3227,06,037,267404
1478,2803,06,037,267405
1479,1918,06,037,267406
1480,3357,06,037,267502
1481,2296,06,037,267503
1482,4094,06,037,267504
1483,2591,06,037,267600
1484,3475,06,037,267700
1485,2894,06,037,267800
1486,2560,06,037,267901
1487,3565,06,037,267902
1488,4744,06,037,269000
1489,4612,06,037,269100
1490,4482,06,037,503202
1491,3560,06,037,503301
1492,6089,06,037,503302
1493,6911,06,037,503401
1494,3834,06,037,503402
1495,6643,06,037,503501
1496,4378,06,037,503502
1497,4126,06,037,503601
1498,3846,06,037,503602
1499,4685,06,037,503701
1500,5497,06,037,503702
1501,4587,06,037,503704
1502,2975,06,037,503705
1503,3539,06,037,503801
1504,5136,06,037,503802
1505,2387,06,037,503901
1506,5459,06,037,503902
1507,5901,06,037,504001
1508,5578,06,037,504002
1509,4726,06,037,504101
1510,7291,06,037,504200
1511,3649,06,037,530005
1512,4767,06,037,530006
1513,6406,06,037,530007
1514,5268,06,037,530101
1515,4888,06,037,530102
1516,4304,06,037,530202
1517,2408,06,037,530203
1518,3940,06,037,530204
1519,2165,06,037,530301
1520,6641,06,037,530302
1521,3835,06,037,530400
1522,4099,06,037,530500
1523,4344,06,037,530603
1524,2058,06,037,530700
1525,5528,06,037,530801
1526,3088,06,037,530802
1527,3827,06,037,530901
1528,4057,06,037,530902
1529,5129,06,037,531000
1530,5281,06,037,531101
1531,3008,06,037,531102
1532,4733,06,037,531201
1533,7517,06,037,900501
1534,6696,06,037,900504
1535,3643,06,037,900505
1536,4120,06,037,900506
1537,3859,06,037,900508
1538,3773,06,037,900509
1539,3685,06,037,900510
1540,4929,06,037,900602
1541,3735,06,037,900606
1542,3972,06,037,900607
1543,3738,06,037,900608
1544,4365,06,037,900609
1545,3293,06,037,900610
1546,4742,06,037,900611
1547,4634,06,037,900701
1548,4897,06,037,900703
1549,3055,06,037,900704
1550,4126,06,037,900705
1551,3644,06,037,900804
1552,5278,06,037,900805
1553,4207,06,037,900806
1554,3764,06,037,900807
1555,4751,06,037,900808
1556,2907,06,037,900901
1557,1534,06,037,900902
1558,4866,06,037,901003
1559,1848,06,037,901007
1560,2804,06,037,901008
1561,4905,06,037,901009
1562,5289,06,037,901010
1563,4988,06,037,901011
1564,5506,06,037,901012
1565,3032,06,037,901013
1566,4539,06,037,901014
1567,5573,06,037,901101
1568,5437,06,037,901102
1569,1418,06,037,901209
1570,1564,06,037,901210
1571,4645,06,037,901214
1572,3062,06,037,901215
1573,2391,06,037,901216
1574,1685,06,037,901217
1575,2629,06,037,901218
1576,3157,06,037,131801
1577,3039,06,037,131802
1578,4623,06,037,131900
1579,3473,06,037,132001
1580,3699,06,037,132002
1581,4727,06,037,132101
1582,5027,06,037,132102
1583,4189,06,037,132301
1584,3516,06,037,132302
1585,4553,06,037,132501
1586,3358,06,037,132502
1587,4882,06,037,132700
1588,3882,06,037,132900
1589,4866,06,037,133000
1590,1782,06,037,133101
1591,3944,06,037,133102
1592,3623,06,037,134001
1593,3849,06,037,134002
1594,5455,06,037,134101
1595,4645,06,037,134103
1596,4502,06,037,134104
1597,4941,06,037,134201
1598,4136,06,037,134302
1599,5618,06,037,134303
1600,2908,06,037,134304
1601,3961,06,037,134305
1602,4468,06,037,134306
1603,4609,06,037,134421
1604,4681,06,037,134422
1605,3537,06,037,134423
1606,2947,06,037,134424
1607,5761,06,037,134520
1608,3344,06,037,134521
1609,4574,06,037,134522
1610,5398,06,037,134710
1611,5421,06,037,134720
1612,3333,06,037,134801
1613,3107,06,037,134802
1614,2691,06,037,134901
1615,4452,06,037,134904
1616,5074,06,037,134905
1617,3042,06,037,134906
1618,3325,06,037,134907
1619,3741,06,037,269500
1620,3440,06,037,269601
1621,2784,06,037,269602
1622,3715,06,037,269700
1623,3218,06,037,269800
1624,3365,06,037,269903
1625,2305,06,037,269905
1626,3192,06,037,269906
1627,2653,06,037,269907
1628,1885,06,037,269908
1629,2282,06,037,269909
1630,2102,06,037,270101
1631,3017,06,037,270102
1632,3590,06,037,270200
1633,2521,06,037,270300
1634,2493,06,037,271100
1635,2627,06,037,271200
1636,4613,06,037,271300
1637,3750,06,037,271400
1638,3165,06,037,271500
1639,4975,06,037,271600
1640,4204,06,037,271702
1641,2677,06,037,271703
1642,3569,06,037,271704
1643,3099,06,037,271801
1644,3009,06,037,271803
1645,2494,06,037,271804
1646,3257,06,037,271901
1647,3865,06,037,271902
1648,4780,06,037,272100
1649,2209,06,037,272201
1650,3423,06,037,272202
1651,3395,06,037,272301
1652,3989,06,037,272302
1653,2761,06,037,273100
1654,3163,06,037,273200
1655,2963,06,037,273300
1656,3948,06,037,269300
1657,1429,06,037,273403
1658,1437,06,037,273404
1659,2792,06,037,273502
1660,2413,06,037,273600
1661,2992,06,037,273700
1662,2922,06,037,273800
1663,4816,06,037,531202
1664,5140,06,037,531301
1665,5894,06,037,531302
1666,3384,06,037,531502
1667,2841,06,037,531503
1668,4158,06,037,531504
1669,4246,06,037,531602
1670,3703,06,037,531603
1671,3343,06,037,531604
1672,6066,06,037,531701
1673,5039,06,037,531702
1674,4687,06,037,531800
1675,6239,06,037,531901
1676,4325,06,037,531902
1677,2885,06,037,532001
1678,3584,06,037,532002
1679,7305,06,037,532101
1680,3530,06,037,532102
1681,7282,06,037,532200
1682,4755,06,037,532302
1683,4660,06,037,532303
1684,4090,06,037,532304
1685,4281,06,037,532500
1686,4055,06,037,532605
1687,4016,06,037,532606
1688,5669,06,037,532607
1689,3377,06,037,532700
1690,4655,06,037,532800
1691,6674,06,037,532900
1692,4488,06,037,533001
1693,2636,06,037,533002
1694,3238,06,037,533103
1695,4548,06,037,533104
1696,2519,06,037,533105
1697,4872,06,037,533108
1698,2709,06,037,533201
1699,4862,06,037,533204
1700,3494,06,037,533300
1701,4976,06,037,533401
1702,3798,06,037,533402
1703,2799,06,037,533403
1704,3077,06,037,533501
1705,4175,06,037,533504
1706,2475,06,037,901300
1707,8081,06,037,910002
1708,6937,06,037,910210
1709,1771,06,037,910211
1710,3643,06,037,910212
1711,1464,06,037,910213
1712,5163,06,037,910214
1713,6628,06,037,910215
1714,5503,06,037,910216
1715,4415,06,037,910217
1716,4338,06,037,910218
1717,3938,06,037,910301
1718,5114,06,037,910302
1719,5625,06,037,910401
1720,4259,06,037,910404
1721,5563,06,037,910405
1722,5078,06,037,910501
1723,4430,06,037,910502
1724,3951,06,037,910504
1725,3409,06,037,910505
1726,6158,06,037,910601
1727,4381,06,037,910602
1728,4694,06,037,910605
1729,3154,06,037,910606
1730,3736,06,037,910607
1731,3498,06,037,910608
1732,6170,06,037,910706
1733,4803,06,037,910707
1734,1758,06,037,910709
1735,3046,06,037,910712
1736,6310,06,037,910713
1737,3661,06,037,910714
1738,6076,06,037,910715
1739,5916,06,037,910716
1740,2329,06,037,910717
1741,4930,06,037,910718
1742,3828,06,037,910719
1743,4591,06,037,910720
1744,3247,06,037,910721
1745,2986,06,037,910804
1746,5825,06,037,910807
1747,3553,06,037,910808
1748,2142,06,037,910809
1749,3867,06,037,135102
1750,4050,06,037,135111
1751,3138,06,037,135113
1752,3110,06,037,135115
1753,1463,06,037,135116
1754,3013,06,037,135201
1755,4618,06,037,135202
1756,5135,06,037,135204
1757,1938,06,037,135205
1758,5184,06,037,137000
1759,5540,06,037,137103
1760,2579,06,037,137104
1761,3281,06,037,137202
1762,2609,06,037,137203
1763,2314,06,037,137301
1764,4392,06,037,137302
1765,4091,06,037,137401
1766,5626,06,037,137402
1767,5254,06,037,137501
1768,4337,06,037,137502
1769,1928,06,037,137504
1770,4766,06,037,138000
1771,5561,06,037,139001
1772,5994,06,037,139200
1773,4106,06,037,139301
1774,5016,06,037,139302
1775,4682,06,037,139303
1776,2488,06,037,139401
1777,2979,06,037,139402
1778,3004,06,037,139502
1779,4128,06,037,139504
1780,2965,06,037,139505
1781,3416,06,037,139506
1782,5241,06,037,139600
1783,5889,06,037,139701
1784,2747,06,037,139703
1785,2620,06,037,139704
1786,3820,06,037,139705
1787,3478,06,037,139801
1788,4041,06,037,139802
1789,4757,06,037,141101
1790,3120,06,037,141102
1791,4201,06,037,141201
1792,4416,06,037,273902
1793,4757,06,037,274100
1794,4151,06,037,274202
1795,1060,06,037,275101
1796,4282,06,037,275102
1797,3814,06,037,275200
1798,5275,06,037,275311
1799,2061,06,037,275312
1800,3196,06,037,275313
1801,4185,06,037,275400
1802,5337,06,037,275500
1803,2864,06,037,275603
1804,9559,06,037,275604
1805,2685,06,037,275605
1806,5960,06,037,276000
1807,3034,06,037,276101
1808,3010,06,037,276102
1809,4104,06,037,276400
1810,5710,06,037,276500
1811,4030,06,037,276601
1812,2640,06,037,276605
1813,3084,06,037,276606
1814,2587,06,037,276607
1815,2147,06,037,276608
1816,5581,06,037,277000
1817,3176,06,037,277100
1818,1943,06,037,277200
1819,576,06,037,277400
1820,2338,06,037,278001
1821,3008,06,037,278102
1822,4370,06,037,291110
1823,2548,06,037,291120
1824,3458,06,037,291130
1825,5429,06,037,291210
1826,3451,06,037,291220
1827,3237,06,037,291300
1828,4451,06,037,292001
1829,1944,06,037,292002
1830,3013,06,037,293203
1831,4260,06,037,293204
1832,3402,06,037,293205
1833,2862,06,037,293206
1834,2834,06,037,293301
1835,4674,06,037,533601
1836,5490,06,037,533602
1837,6863,06,037,533603
1838,3082,06,037,533701
1839,3734,06,037,533702
1840,5244,06,037,533703
1841,5899,06,037,533803
1842,3993,06,037,533804
1843,4011,06,037,533805
1844,3604,06,037,533806
1845,5476,06,037,533901
1846,4500,06,037,533902
1847,5387,06,037,534001
1848,4350,06,037,534002
1849,2399,06,037,534101
1850,6227,06,037,534102
1851,4641,06,037,534201
1852,5350,06,037,534202
1853,3440,06,037,534203
1854,4185,06,037,534301
1855,3875,06,037,534302
1856,3147,06,037,534403
1857,3459,06,037,534404
1858,4280,06,037,534405
1859,4660,06,037,534406
1860,5768,06,037,534501
1861,3972,06,037,534502
1862,4393,06,037,534700
1863,2464,06,037,534802
1864,4605,06,037,534803
1865,4477,06,037,534804
1866,6202,06,037,534900
1867,3992,06,037,535001
1868,3919,06,037,535002
1869,8098,06,037,535101
1870,4541,06,037,535102
1871,6240,06,037,535200
1872,6670,06,037,535300
1873,3295,06,037,535400
1874,3549,06,037,535501
1875,5606,06,037,535502
1876,2481,06,037,535503
1877,3901,06,037,535603
1878,2573,06,037,910810
1879,3870,06,037,910814
1880,5177,06,037,910815
1881,3718,06,037,911001
1882,8380,06,037,911100
1883,6854,06,037,920013
1884,6503,06,037,920015
1885,4039,06,037,920016
1886,4211,06,037,920017
1887,1984,06,037,920018
1888,5968,06,037,920020
1889,8400,06,037,920028
1890,5065,06,037,920029
1891,4816,06,037,920030
1892,4741,06,037,920031
1893,3363,06,037,920034
1894,7120,06,037,920035
1895,1658,06,037,920038
1896,1623,06,037,920039
1897,4000,06,037,920040
1898,1425,06,037,920041
1899,6604,06,037,920042
1900,7533,06,037,920043
1901,2370,06,037,920044
1902,4404,06,037,920045
1903,3836,06,037,920046
1904,6755,06,037,920047
1905,5305,06,037,920048
1906,5228,06,037,920049
1907,1248,06,037,920050
1908,4687,06,037,920102
1909,2939,06,037,920104
1910,3828,06,037,920106
1911,4883,06,037,920109
1912,2989,06,037,920110
1913,2935,06,037,920111
1914,4076,06,037,920112
1915,6463,06,037,920114
1916,4193,06,037,920115
1917,4999,06,037,920116
1918,6172,06,037,920118
1919,1844,06,037,920119
1920,4062,06,037,920120
1921,3001,06,037,141202
1922,3436,06,037,141303
1923,3185,06,037,141304
1924,2606,06,037,141305
1925,3240,06,037,141306
1926,5366,06,037,141400
1927,3015,06,037,141500
1928,4198,06,037,141600
1929,3342,06,037,141700
1930,2074,06,037,143101
1931,2139,06,037,143102
1932,4351,06,037,143200
1933,3586,06,037,143301
1934,3104,06,037,143302
1935,5602,06,037,143401
1936,1973,06,037,143402
1937,5633,06,037,143500
1938,4897,06,037,143602
1939,2442,06,037,143603
1940,1803,06,037,143605
1941,1701,06,037,143606
1942,3767,06,037,143700
1943,3342,06,037,143801
1944,2501,06,037,143802
1945,4363,06,037,143901
1946,2860,06,037,143902
1947,6357,06,037,181000
1948,3959,06,037,181300
1949,4797,06,037,181400
1950,3934,06,037,181500
1951,4697,06,037,181600
1952,2749,06,037,183101
1953,4800,06,037,183103
1954,1985,06,037,183104
1955,3597,06,037,183220
1956,3779,06,037,183221
1957,3569,06,037,183222
1958,3528,06,037,183300
1959,2439,06,037,183401
1960,3020,06,037,183402
1961,2535,06,037,183510
1962,3676,06,037,183520
1963,2919,06,037,183610
1964,5084,06,037,293302
1965,5149,06,037,293304
1966,2485,06,037,293306
1967,2491,06,037,293307
1968,3701,06,037,294110
1969,2969,06,037,294120
1970,4831,06,037,294200
1971,2709,06,037,294301
1972,4317,06,037,294302
1973,4996,06,037,294410
1974,2866,06,037,294421
1975,4843,06,037,294510
1976,3846,06,037,294520
1977,4263,06,037,294610
1978,4546,06,037,294620
1979,3080,06,037,294701
1980,3923,06,037,294810
1981,3482,06,037,294820
1982,4399,06,037,294830
1983,3831,06,037,294900
1984,5319,06,037,295103
1985,3652,06,037,296210
1986,3968,06,037,296220
1987,4784,06,037,296300
1988,3228,06,037,296401
1989,3142,06,037,296402
1990,3284,06,037,296500
1991,5214,06,037,296600
1992,4440,06,037,296901
1993,4174,06,037,296902
1994,1404,06,037,297001
1995,4287,06,037,297002
1996,4693,06,037,297110
1997,3062,06,037,297120
1998,4421,06,037,297201
1999,4049,06,037,297202
2000,2113,06,037,297300
2001,3183,06,037,297400
2002,2845,06,037,297501
2003,2006,06,037,297502
2004,3017,06,037,297601
2005,3515,06,037,297602
2006,6279,06,037,300100
2007,4987,06,037,535605
2008,2143,06,037,535606
2009,4252,06,037,535607
2010,5363,06,037,535701
2011,5854,06,037,535702
2012,6406,06,037,535802
2013,3799,06,037,535803
2014,6051,06,037,535804
2015,6185,06,037,535901
2016,6265,06,037,535902
2017,3655,06,037,536000
2018,3279,06,037,536102
2019,5278,06,037,536103
2020,3841,06,037,536104
2021,3021,06,037,536201
2022,4462,06,037,536202
2023,7304,06,037,540000
2024,6555,06,037,540101
2025,6278,06,037,540102
2026,2413,06,037,540201
2027,6896,06,037,540202
2028,5931,06,037,540203
2029,4834,06,037,540300
2030,2043,06,037,540400
2031,6013,06,037,540501
2032,6942,06,037,540502
2033,5102,06,037,540600
2034,3169,06,037,540700
2035,5511,06,037,540800
2036,4931,06,037,540901
2037,4452,06,037,540902
2038,4379,06,037,541003
2039,3094,06,037,541100
2040,6416,06,037,541200
2041,5413,06,037,541300
2042,3590,06,037,541401
2043,3991,06,037,541402
2044,4527,06,037,535604
2045,5975,06,037,541500
2046,3221,06,037,541603
2047,5492,06,037,541604
2048,5069,06,037,541605
2049,2537,06,037,541606
2050,9385,06,037,920121
2051,5460,06,037,920200
2052,1573,06,037,920303
2053,6327,06,037,920312
2054,4954,06,037,920313
2055,3200,06,037,920314
2056,2646,06,037,920322
2057,6166,06,037,920326
2058,2011,06,037,920328
2059,6654,06,037,920329
2060,3436,06,037,920330
2061,3467,06,037,920331
2062,2324,06,037,920332
2063,5882,06,037,920334
2064,5723,06,037,920338
2065,7851,06,037,920339
2066,2920,06,037,920340
2067,3299,06,037,920341
2068,3040,06,037,920342
2069,3972,06,037,920343
2070,1387,06,037,930400
2071,0,06,037,980001
2072,0,06,037,980002
2073,0,06,037,980003
2074,0,06,037,980004
2075,0,06,037,980005
2076,0,06,037,980006
2077,0,06,037,980007
2078,65,06,037,980008
2079,5,06,037,980009
2080,119,06,037,980010
2081,75,06,037,980011
2082,30,06,037,980012
2083,0,06,037,980013
2084,45,06,037,980014
2085,993,06,037,980015
2086,248,06,037,980016
2087,1120,06,037,980017
2088,0,06,037,980018
2089,77,06,037,980019
2090,0,06,037,980020
2091,45,06,037,980021
2092,0,06,037,980022
2093,3382,06,037,183701
2094,2995,06,037,183702
2095,4130,06,037,183810
2096,3452,06,037,183820
2097,2869,06,037,185101
2098,3459,06,037,185102
2099,4162,06,037,185202
2100,2862,06,037,185203
2101,1923,06,037,185204
2102,3180,06,037,185310
2103,2957,06,037,185320
2104,4929,06,037,186100
2105,3608,06,037,186201
2106,1920,06,037,186202
2107,3113,06,037,186203
2108,2749,06,037,186301
2109,5282,06,037,186302
2110,3198,06,037,186401
2111,2809,06,037,186403
2112,2809,06,037,186404
2113,3213,06,037,187101
2114,4376,06,037,187102
2115,3324,06,037,187200
2116,3715,06,037,187300
2117,3960,06,037,188100
2118,3262,06,037,188201
2119,2887,06,037,188202
2120,3822,06,037,188300
2121,2600,06,037,189101
2122,3960,06,037,189102
2123,3088,06,037,189201
2124,2781,06,037,189202
2125,3212,06,037,189300
2126,3145,06,037,189400
2127,2179,06,037,189501
2128,2049,06,037,189502
2129,3825,06,037,189600
2130,3038,06,037,183620
2131,2436,06,037,189702
2132,1880,06,037,189703
2133,1471,06,037,189704
2134,1839,06,037,189801
2135,2158,06,037,189802
2136,5378,06,037,300200
2137,6194,06,037,300301
2138,6200,06,037,300400
2139,3039,06,037,300501
2140,5475,06,037,300503
2141,6334,06,037,300601
2142,3455,06,037,300602
2143,5280,06,037,300701
2144,6170,06,037,300702
2145,7165,06,037,300800
2146,5757,06,037,300901
2147,2257,06,037,300902
2148,5408,06,037,301000
2149,7313,06,037,301100
2150,4576,06,037,301203
2151,4750,06,037,301204
2152,2114,06,037,301205
2153,5330,06,037,301206
2154,1954,06,037,301300
2155,3988,06,037,301400
2156,1846,06,037,301501
2157,6798,06,037,301502
2158,5657,06,037,301601
2159,4472,06,037,301602
2160,2837,06,037,301701
2161,6075,06,037,301702
2162,5176,06,037,301801
2163,4948,06,037,301802
2164,4718,06,037,301901
2165,3308,06,037,301902
2166,3889,06,037,302002
2167,3730,06,037,302003
2168,4194,06,037,302004
2169,6413,06,037,302102
2170,5242,06,037,302103
2171,3679,06,037,302104
2172,3838,06,037,302201
2173,5586,06,037,302202
2174,3836,06,037,302301
2175,5361,06,037,302302
2176,7464,06,037,302401
2177,4066,06,037,302503
2178,3970,06,037,302504
2179,6586,06,037,541700
2180,5127,06,037,541801
2181,5713,06,037,541802
2182,4493,06,037,542000
2183,3174,06,037,542103
2184,4438,06,037,542104
2185,5032,06,037,542105
2186,2917,06,037,542106
2187,6999,06,037,542200
2188,4309,06,037,542401
2189,3790,06,037,542402
2190,4503,06,037,542501
2191,5481,06,037,542502
2192,3539,06,037,542601
2193,5504,06,037,542602
2194,5853,06,037,542700
2195,2969,06,037,542800
2196,3299,06,037,542900
2197,4487,06,037,543000
2198,7445,06,037,543100
2199,3444,06,037,543201
2200,4460,06,037,543203
2201,6506,06,037,543304
2202,3808,06,037,543305
2203,7016,06,037,543306
2204,5768,06,037,543321
2205,7283,06,037,543322
2206,3542,06,037,543400
2207,6890,06,037,543501
2208,4790,06,037,543502
2209,5889,06,037,543503
2210,4334,06,037,543601
2211,4170,06,037,543603
2212,4042,06,037,543605
2213,3806,06,037,543606
2214,5112,06,037,543607
2215,3104,06,037,543701
2216,3621,06,037,543703
2217,2836,06,037,543704
2218,3281,06,037,543705
2219,4573,06,037,543801
2220,3969,06,037,543803
2221,2887,06,037,543804
